source_code,source_label_eng,source_label_kor,target_code,target_label_eng,target_label_kor,reason,raw_count
D000628,Roxithromycin,록시트로마이신,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈),1
D000628,Roxithromycin,록시트로마이신,D000719,Mizolastine,미졸라스틴,말초혈관경련|사지허혈|감각이상등,1
D000137,Salbutamol,살부타몰,D000560,Epinephrine,에피네프린,부정맥또는심정지,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000745,Almotriptan,알모트립탄,-동맥고혈압|관상동맥수축의위험이있음,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000248,Amoxapine,아목사핀,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000657,Apraclonidine,아프라클로니딘,교감신경흥분제의작용증강또는연장(고혈압|빈맥등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000552,Atomoxetine,아토목세틴,고열|경직|간대성근경련|정신상태변화등,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000641,Brimonidine,브리모니딘,교감신경흥분제의작용증강또는연장(고혈압|빈맥등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000540,Buspirone,부스피론,혈압상승,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000476,Carbamazepine,카르바마제핀,고혈압|저혈압|발한을동반한심각한중추신경계이상반응(현기|진전|발작등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000242,Cyclobenzaprine,시클로벤자프린,고혈압|저혈압|발한을동반한심각한중추신경계이상반응(현기|진전|발작등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000200,Dextromethorphan,덱스트로메토르판,경련|반사항진|이상고열|혼수등,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000501,Doxepin,독세핀,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000155,Ephedrine,에페드린,고혈압|빈맥유발,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000516,Fluoxetine,플루옥세틴,세로토닌성증후군(고혈압|고열|경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000800,Fluvoxamine,플루복사민,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000407,Frovatriptan,프로바트립탄,-동맥고혈압|관상동맥수축의위험이있음,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000362,Imipramine,이미프라민,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000792,Levomepromazine,레보메프로마진,중추흥분상태증가,1
D000139,SelegilineHydrochloride,셀레길린염산염,D001035,Linezolid,리네졸리드,고혈압위기의위험증가|투여중지후MAO억제제인다른약물을투여하기까지적어도14일이상사이를두어야함,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000229,Methylphenidate,메틸페니데이트,고혈압성위기(현저한혈압상승),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000323,Mirtazapine,미르타자핀,구역|구토|안면홍조|어지러움|진전|산동|강직|발한|고온증|심장지표의빠른변화|자율신경계의불안정|정신상태의변화,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000429,Moclobemide,모클로베미드,심각한혈압저하위험증가,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000287,Naratriptan,나라트립탄,-동맥고혈압|관상동맥수축의위험이있음,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000466,Nortriptyline,노르트립틸린,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D001783,Ozanimod,오자니모드,-Ozanimod의노출을감소시킬수있음,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000353,Paroxetine,파록세틴,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000700,Pethidine,페티딘,아편계약물의효과증강.혼수|중증의호흡억제,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,혈압상승위험,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000795,Phentermine,펜터민,혈압상승위험,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000448,Pseudoephedrine,슈도에페드린,고혈압|빈맥유발,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000698,Rasagiline,라사길린,고혈압위기|세로토닌증후군발생위험증가,1
D000139,SelegilineHydrochloride,셀레길린염산염,D001604,Safinamide,사피나미드,-고혈압위기,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000336,Sertraline,설트랄린,세로토닌성증후군(고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000650,Sumatriptan,수마트립탄,동맥고혈압|관상동맥수축,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000773,Tramadol,트라마돌,세로토닌작용에의한증후군(중추흥분|설사|빈맥|땀|진전|혼동|혼수등)야기,1
D000139,SelegilineHydrochloride,셀레길린염산염,D001724,Valbenazine,발베나진,-모노아민신경전달물질의증가로인한세로토닌증후군위험증가,1
D000139,SelegilineHydrochloride,셀레길린염산염,D000638,Venlafaxine,벤라팍신,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000139,SelegilineHydrochloride,셀레길린염산염,D000171,Zolmitriptan,졸미트립탄,-동맥고혈압|관상동맥수축의위험이있음,1
D000336,Sertraline,설트랄린,D000429,Moclobemide,모클로베미드,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000141,Sibutramine,시부트라민,D000505,Diethylpropion,디에틸프로피온,세로토닌증후군(간대성근경련|진전|편무도병|조화운동불능|말더듬증고열|정신상태변화등),1
D000141,Sibutramine,시부트라민,D000714,Mazindol,마진돌,세로토닌증후군(간대성근경련|진전|편무도병|조화운동불능|말더듬증고열|정신상태변화등),1
D000141,Sibutramine,시부트라민,D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,세로토닌증후군(간대성근경련|진전|편무도병|조화운동불능|말더듬증고열|정신상태변화등)？,1
D000141,Sibutramine,시부트라민,D000795,Phentermine,펜터민,세로토닌증후군(간대성근경련|진전|편무도병|조화운동불능|말더듬증고열|정신상태변화등),1
D000246,Sildenafil,실데나필,D000673,Cobicistat,코비시스타트,Sildenafil혈중농도증가|병용투여할경우에는Sildenafil의투여용량이25mg을초과하지않도록하며|48시간내재투여금지,1
D000246,Sildenafil,실데나필,D000530,Molsidomine,몰시도민,혈압강하작용증강,1
D000246,Sildenafil,실데나필,D000498,Nicorandil,니코란딜,혈관확장작용증가로저혈압효과상승,1
D000246,Sildenafil,실데나필,D000787,Nitroprusside,니트로푸루시드,혈압강하작용증가,1
D000246,Sildenafil,실데나필,D000569,Udenafil,유데나필,동일계열병용투여금기,1
D000246,Sildenafil,실데나필,D000434,Vardenafil,바데나필,동일계열병용투여금기,1
D000246,Sildenafil,실데나필,D001723,isosorbidedinitrate,이소소르비드이질산염,혈관확장작용증가로저혈압효과상승,1
D000246,Sildenafil,실데나필,D001722,isosorbidemononitrate,이소소르비드일질산염,혈관확장작용증가로저혈압효과상승,1
D000342,Silodosin,실로도신,D001650,Nirmatrelvir,니르마트렐비르,-기립성저혈압의가능성,1
D000027,Simvastatin,심바스타틴,D000256,Erythromycin,에리트로마이신,근병증|횡문근융해의위험증가,1
D000027,Simvastatin,심바스타틴,D000619,FusidicAcid,푸시딘산,근병증의위험증가가능,1
D000027,Simvastatin,심바스타틴,D000763,Indinavir,인디나빌,횡문근융해증을비롯한근육질환등중증이상반응,1
D001082,Sirolimus,시롤리무스,D001606,Brigatinib,브리가티닙,-Brigatinib에의해Cyclosporine의유효성이감소될수있음,1
D001082,Sirolimus,시롤리무스,D001697,Lorlatinib,롤라티닙,Sirolimus의혈중농도가감소될수있음.,1
D001082,Sirolimus,시롤리무스,D001650,Nirmatrelvir,니르마트렐비르,-Sirolimus의혈중농도를증가시킬수있음,1
D000022,Sotalol,소타롤,D000259,Amiodarone,아미오다론,심실부정맥(Torsadedepointes)위험증가,1
D000022,Sotalol,소타롤,D000201,Dronedarone,드로네다론,QT간격을연장시키고염전성심실빈맥발생위험을높일수있음,1
D000022,Sotalol,소타롤,D000113,Haloperidol,할로페리돌,QT간격연장위험증가,1
D000022,Sotalol,소타롤,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000022,Sotalol,소타롤,D001418,Ribociclib,리보시클립,-QT간격연장을유발할수있음,1
D000338,Spiramycin,스피라마이신,D000719,Mizolastine,미졸라스틴,심실운동특히Torsadedepointes에대한위험증가,1
D000447,St.JohnsWort,세인트존스워트,D001701,Acalabrutinib,아칼라브루티닙,-CYP3A유도제와의병용으로Acalabrutinib의혈중농도감소,1
D000447,St.JohnsWort,세인트존스워트,D001419,Bictegravir,빅테그라비르,-Bictegravir의혈중농도감소로인해치료효과소실및내성발현야기가능,1
D000447,St.JohnsWort,세인트존스워트,D001606,Brigatinib,브리가티닙,-Brigatinib의혈장농도를감소시킬수있음,1
D000447,St.JohnsWort,세인트존스워트,D001585,Cabozantinib,카보잔티닙,-Cabozantinib의혈장노출감소,1
D000447,St.JohnsWort,세인트존스워트,D001076,Ceritinib,세리티닙,-Ceritinib의혈장농도감소,1
D000447,St.JohnsWort,세인트존스워트,D000673,Cobicistat,코비시스타트,Cobicistat및Elvitegravir의혈중농도감소로치료효과소실및내성발현가능,1
D000447,St.JohnsWort,세인트존스워트,D001171,Elbasvir,엘바스비르,엘바스비르와그라조프레비르의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000447,St.JohnsWort,세인트존스워트,D001743,Finerenone,피네레논,Finerenone혈중농도의현저한감소및치료효과감소가예상됨.,1
D000447,St.JohnsWort,세인트존스워트,D001589,Gilteritinib,길테리티닙,-Gilteritinib의혈장농도감소,1
D000447,St.JohnsWort,세인트존스워트,D001362,Glecaprevir,글레카프레비르,Glecaprevir와Pibrentasvir의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000447,St.JohnsWort,세인트존스워트,D001590,Ibrutinib,이브루티닙,-Ibrutinib의혈중농도감소,1
D000447,St.JohnsWort,세인트존스워트,D001612,Isavuconazonium,이사부코나조늄,-Isavuconazonium의혈장농도를유의미하게감소시킬수있음,1
D000447,St.JohnsWort,세인트존스워트,D001711,Ixazomib,익사조밉,-Ixazomib의효과감소,1
D000447,St.JohnsWort,세인트존스워트,D001697,Lorlatinib,롤라티닙,Lorlatinib의혈중농도를감소시킬수있음.,1
D000447,St.JohnsWort,세인트존스워트,D001763,Lurasidone,루라시돈,-Lurasidone의노출을감소시킬수있음,1
D000447,St.JohnsWort,세인트존스워트,D001594,Midostaurin,미도스타우린,-Midostaurin과활성대사체의혈중농도감소,1
D000447,St.JohnsWort,세인트존스워트,D001598,Ponatinib,포나티닙,-Ponatinib의노출감소,1
D000447,St.JohnsWort,세인트존스워트,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000447,St.JohnsWort,세인트존스워트,D001418,Ribociclib,리보시클립,-강력한CYP3A유도제와의병용투여는Ribociclib의혈장노출을감소시킬수있음,1
D000447,St.JohnsWort,세인트존스워트,D001609,Venetoclax,베네토클락스,-CYP3A유도제와의병용은Venetoclax의노출을감소시켜결과적으로효능부족을초래할수있음,1
D000447,St.JohnsWort,세인트존스워트,D001703,Zanubrutinib,자누브루티닙,-Zanubrutinib의혈중농도를감소시켜유효성을감소시킬수있음,1
D000447,St.JohnsWort,세인트존스워트,D001149,palbociclib,팔보시클립,팔보시클립의혈장농도감소,1
D000546,Sulfamethoxazole,설파메톡사졸,D000716,Methotrexate,메토트렉세이트,신세뇨관에서methotrexate배설이지연되어methotrexate의혈액학적독성증가,1
D000650,Sumatriptan,수마트립탄,D000745,Almotriptan,알모트립탄,상가적인혈관수축반응|혈압상승,1
D000279,Tacrolimus,타크로리무스,D001606,Brigatinib,브리가티닙,-Brigatinib에의해Cyclosporine의유효성이감소될수있음,1
D000279,Tacrolimus,타크로리무스,D000334,Cyclosporine,사이클로스포린,신독성증가,1
D000279,Tacrolimus,타크로리무스,D001755,Filgotinib,필고티닙,면역억제효과증가,1
D000279,Tacrolimus,타크로리무스,D001697,Lorlatinib,롤라티닙,Tacrolimus의혈중농도가감소될수있음.,1
D000279,Tacrolimus,타크로리무스,D001650,Nirmatrelvir,니르마트렐비르,-Tacrolimus의혈중농도를증가시킬수있음-중대한이상반응초래할수있음,1
D000279,Tacrolimus,타크로리무스,D000731,Spironolactone,스피로노락톤,고칼륨혈증,1
D000279,Tacrolimus,타크로리무스,D001003,Tofacitinib,토파시티닙,면역억제효과증가,1
D000181,Tadalafil,타다라필,D000673,Cobicistat,코비시스타트,Tadalafil혈중농도증가|병용투여할경우에는Tadalafil의투여용량이10mg을초과하지않도록하며|72시간내재투여금지,1
D000181,Tadalafil,타다라필,D000530,Molsidomine,몰시도민,혈압강하작용증가,1
D000181,Tadalafil,타다라필,D000498,Nicorandil,니코란딜,혈압강하작용증강,1
D000181,Tadalafil,타다라필,D001650,Nirmatrelvir,니르마트렐비르,-Tadalafil의혈중농도를증가시킬수있음,1
D000181,Tadalafil,타다라필,D000215,Nitroglycerin,니트로글리세린,혈압강하작용증가,1
D000181,Tadalafil,타다라필,D000787,Nitroprusside,니트로푸루시드,혈압강하작용증가,1
D000181,Tadalafil,타다라필,D000246,Sildenafil,실데나필,동일계열병용투여금기,1
D000181,Tadalafil,타다라필,D000569,Udenafil,유데나필,동일계열병용투여금기,1
D000181,Tadalafil,타다라필,D000434,Vardenafil,바데나필,동일계열병용투여금기,1
D000181,Tadalafil,타다라필,D001723,isosorbidedinitrate,이소소르비드이질산염,혈압강하작용증가,1
D000181,Tadalafil,타다라필,D001722,isosorbidemononitrate,이소소르비드일질산염,혈압강하작용증가,1
D001032,Tamsulosin,탐스로신,D001650,Nirmatrelvir,니르마트렐비르,-Tamsulosin의혈중농도를증가시킬수있음,1
D001016,Tapentadol,타펜타돌,D001604,Safinamide,사피나미드,-노르에피네프린수치에대한잠재적부가효과로인해심혈관계부작용이유발될수있음,1
D001347,Tenecteplase,테넥테플라제,D001561,Defibrotide,데피브로타이드,출혈위험증가,1
D000060,Tenoxicam,테녹시캄,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D000060,Tenoxicam,테녹시캄,D000716,Methotrexate,메토트렉세이트,혈액학적독성,1
D000521,TerbutalineSulfate,테르부탈린황산염,D000560,Epinephrine,에피네프린,부정맥또는심정지유도,1
D000064,Tetracycline,테트라사이클린,D000820,Alitretinoin,알리트레티노인,-양성두개내압상승(가성뇌종양)보고,1
D000064,Tetracycline,테트라사이클린,D000758,Isotretinoin,이소트레티노인,테트라사이클린가성뇌종양보고,1
D000064,Tetracycline,테트라사이클린,D000488,Tretinoin,트레티노인,두개내고혈압,1
D000385,Ticagrelor,티카그렐러,D000762,Itraconazole,이트라코나졸,티카그렐러는이트라코나졸에의해혈장농도가증가가능,1
D000385,Ticagrelor,티카그렐러,D001650,Nirmatrelvir,니르마트렐비르,-Ticagrelor의혈중농도를증가시킬수있음,1
D000182,Tigecycline,타이제사이클린,D000820,Alitretinoin,알리트레티노인,-양성두개내압상승(가성뇌종양)보고,1
D000182,Tigecycline,타이제사이클린,D000758,Isotretinoin,이소트레티노인,-가성뇌종양보고,1
D000182,Tigecycline,타이제사이클린,D000488,Tretinoin,트레티노인,-뇌내압상승위험,1
D000187,Tizanidine,티자니딘,D000800,Fluvoxamine,플루복사민,장기화된저혈압|졸음|현기증및정신운동능력감소,1
D000487,Tolvaptan,톨밥탄,D000763,Indinavir,인디나빌,톨밥탄의혈중농도증가,1
D000487,Tolvaptan,톨밥탄,D001650,Nirmatrelvir,니르마트렐비르,-탈수|저혈량증및고칼륨혈증의가능성,1
D000065,Topiramate,토피라메이트,D000249,Acetazolamide,아세타졸아미드,신결석,1
D000773,Tramadol,트라마돌,D001604,Safinamide,사피나미드,-중추신경계|호흡기|심혈관기능에대해생명을위협하는약물상호작용이관찰됨-세로토닌증후군이보고됨,1
D000590,TranexamicAcid,트라넥삼산,D000777,Thrombin,트롬빈,혈전형성,1
D000488,Tretinoin,트레티노인,D000820,Alitretinoin,알리트레티노인,-비타민A과다증,1
D000488,Tretinoin,트레티노인,D000503,Doxycycline,독시사이클린,두개내고혈압,1
D000488,Tretinoin,트레티노인,D000758,Isotretinoin,이소트레티노인,비타민A과잉증,1
D000488,Tretinoin,트레티노인,D000754,Oxytetracycline,옥시테트라사이클린,두개내고혈압,1
D000592,Triazolam,트리아졸람,D000673,Cobicistat,코비시스타트,Triazolam혈중농도증가|진정또는호흡억제의연장또는증가,1
D000592,Triazolam,트리아졸람,D000762,Itraconazole,이트라코나졸,triazolam의약리학적효과및작용(수면유도및진정작용등의중추신경억제효과)증가,1
D000592,Triazolam,트리아졸람,D000769,Ketoconazole,케토코나졸,triazolam의약리학적효과및작용증가,1
D000592,Triazolam,트리아졸람,D001650,Nirmatrelvir,니르마트렐비르,-과도한진정및호흡억제의가능성,1
D000185,Tulobuterol,툴로부테롤,D000560,Epinephrine,에피네프린,부정맥또는심정지,1
D000569,Udenafil,유데나필,D000787,Nitroprusside,니트로푸루시드,혈압강하작용증가,1
D000569,Udenafil,유데나필,D001723,isosorbidedinitrate,이소소르비드이질산염,혈압강하작용증가,1
D000569,Udenafil,유데나필,D001722,isosorbidemononitrate,이소소르비드일질산염,혈압강하작용증가,1
D001724,Valbenazine,발베나진,D001725,Deutetrabenazine,듀테트라베나진,두약제는동일계열,1
D000434,Vardenafil,바데나필,D000530,Molsidomine,몰시도민,혈압강하작용증가,1
D000434,Vardenafil,바데나필,D000498,Nicorandil,니코란딜,혈압강하작용증강,1
D000434,Vardenafil,바데나필,D000787,Nitroprusside,니트로푸루시드,혈압강하작용증가,1
D000434,Vardenafil,바데나필,D000569,Udenafil,유데나필,동일계열병용투여금기,1
D000434,Vardenafil,바데나필,D001723,isosorbidedinitrate,이소소르비드이질산염,혈압강하작용증가,1
D000434,Vardenafil,바데나필,D001722,isosorbidemononitrate,이소소르비드일질산염,혈압강하작용증가,1
D000329,Verapamil,베라파밀,D001699,Neratinib,네라티닙,-중등도CYP3A4/P-gp억제제와의병용으로Neratinib의혈중농도증가,1
D000443,Voriconazole,보리코나졸,D001701,Acalabrutinib,아칼라브루티닙,-강력한CYP3A/P-gp억제제와의병용으로Acalabrutinib의혈중농도증가,1
D000443,Voriconazole,보리코나졸,D000476,Carbamazepine,카르바마제핀,혈중농도가저하되어보리코나졸의약물효과감소,1
D000443,Voriconazole,보리코나졸,D000558,Efavirenz,에파비렌즈,현저하게voriconazole혈장농도감소|efavirenz혈장농도증가,1
D000443,Voriconazole,보리코나졸,D000747,Ergotamine,에르고타민,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000443,Voriconazole,보리코나졸,D000571,Ivabradine,이바브라딘,-QTc연장과매우드물게torsadedepointes가능,1
D000443,Voriconazole,보리코나졸,D001763,Lurasidone,루라시돈,-Lurasidone의노출을증가시킬수있음,1
D000443,Voriconazole,보리코나졸,D001650,Nirmatrelvir,니르마트렐비르,-Voriconazole의혈중농도를감소시킬수있음,1
D000443,Voriconazole,보리코나졸,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000443,Voriconazole,보리코나졸,D001081,Rifabutin,리파부틴,Rifabutin의혈중농도증가|Voriconazole의농도감소,1
D000443,Voriconazole,보리코나졸,D000712,Ritonavir,리토나비르,-Voriconazole의혈장농도를감소시켜항진균효과를상실시킬수있음,1
D000443,Voriconazole,보리코나졸,D001082,Sirolimus,시롤리무스,Sirolimus의농도증가,1
D000443,Voriconazole,보리코나졸,D000447,St.JohnsWort,세인트존스워트,Voriconazole의농도감소,1
D000443,Voriconazole,보리코나졸,D000487,Tolvaptan,톨밥탄,-Tolvaptan의혈장농도증가가능,1
D000443,Voriconazole,보리코나졸,D001609,Venetoclax,베네토클락스,-Venetoclax의혈장농도및종양용해증후군위험증가가능,1
D000443,Voriconazole,보리코나졸,D001149,palbociclib,팔보시클립,팔보시클립의혈장농도증가,1
D000173,Ziprasidone,지프라시돈,D000201,Dronedarone,드로네다론,QT간격연장,1
D000173,Ziprasidone,지프라시돈,D000719,Mizolastine,미졸라스틴,QT간격연장,1
D000173,Ziprasidone,지프라시돈,D000213,Pimozide,피모짓,QT간격연장,1
D000171,Zolmitriptan,졸미트립탄,D000745,Almotriptan,알모트립탄,상가적인혈관수축반응|혈압상승,1
D000171,Zolmitriptan,졸미트립탄,D000202,Dihydroergotamine,디히드로에르고타민,상가적인혈관수축반응|현저한혈압상승,1
D000171,Zolmitriptan,졸미트립탄,D000747,Ergotamine,에르고타민,약리적상가작용에의해|혈압상승및맥각중독(에르고티즘)(말초혈관수축증가)의위험성을증가,1
D000171,Zolmitriptan,졸미트립탄,D000228,Methylergometrine,메틸에르고메트린,상가적인혈관수축반응|현저한혈압상승,1
D000171,Zolmitriptan,졸미트립탄,D000287,Naratriptan,나라트립탄,상가적인혈관수축반응|현저한혈압상승,1
D000171,Zolmitriptan,졸미트립탄,D000650,Sumatriptan,수마트립탄,상가적인혈관수축반응|현저한혈압상승,1
