code,label_eng,label_kor,degree,is_age_contra,age_rule,age_reason,is_preg_contra,preg_grade,preg_reason,is_elderly_caution,elderly_reason
D000314,Rifampicin,리팜피신,45,True,8세미만,흡인위험과에탐부톨로인한시력변화평가가어려울수있음,True,2등급,(Rifampicin)동물실험에서기형발생보고|(Isoniazid)동물실험(마우스)에서태자발육장애가보고|(Pyrazinamide)임부에대한안전성미확립 / (Rifampicin)동물실험에서기형발생보고(Isoniazid)동물실험(마우스)에서태자발육장애가보고 / (Rifampicin)동물실험에서기형발생보고|(Pyrazinamide)임부에대한안전성미확립|(Isoniazid)동물실험(마우스)에서태자발육장애가보고|(Ethambutol)임부에대한안전성미확립 / 동물실험에서기형발생보고,False,-
D001650,Nirmatrelvir,니르마트렐비르,40,False,-,-,True,2등급,-임부에대한안전성미확립-사람에서Ritonavir의태반전달및태아노출관찰-동물실험에서골화지연|발달변이|태자체중감소관찰,False,-
D000139,SelegilineHydrochloride,셀레길린염산염,40,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000476,Carbamazepine,카르바마제핀,29,False,-,-,True,2등급,동물실험에서과량투여시태아사망률증가|결함발생등보고.간질여성의자식에이분척추및기타선천성기형(예|두개안면결함|심혈관기형|요도하열|각종신체기관의이상)및성장장애와의관련보고.,False,-
D000274,Ketorolac,케토롤락,29,True,16세이하 / 2세미만,안전성및유효성미확립,True,2등급,임부에대한안전성미확립.임신말기에투여시태아의동맥관조기폐쇄가능성.동물실험에서난산발생빈도증가|분만지연|태아생존율감소보고.,False,-
D000429,Moclobemide,모클로베미드,29,False,-,-,False,-,-,False,-
D000762,Itraconazole,이트라코나졸,28,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서고용량투여시태자기형발생증가|배자독성유발됨.,False,-
D000595,Phenytoin,페니토인,28,False,-,-,True,2등급,역학조사에서기형아(구순열|구개열|심기형)출산|태아의종창(신경아세포증)|히단토인증후군|신생아출혈경향등보고.,False,-
D000447,St.JohnsWort,세인트존스워트,27,False,-,-,True,2등급,(정제|액제)임부에서사용경험이충분하지않음,False,-
D000213,Pimozide,피모짓,26,False,-,-,True,2등급,임부에대한안전성미확립.임신3기에투여시신생아에서추체외로장애|금단증상(초조|근육긴장항진또는저하|진전등)보고.,True,노인에서의정형항정신병약물사용은추체외로증상|항콜린성부작용등이나타나기쉬우므로신중투여
D000201,Dronedarone,드로네다론,25,False,-,-,True,2등급,동물실험에서기형유발.,False,-
D000113,Haloperidol,할로페리돌,24,False,-,-,True,2등급,기형발생의심증례보고.임신말기나분만중투여시신생아에서기면|진전|과흥분성나타날수있음.임신3기에복용시신생아에서추체외로장애|금단증상(초조|근육긴장항진또는저하|진전등)보고.,True,노인에서의정형항정신병약물사용은추체외로증상|항콜린성부작용등이나타나기쉬우므로신중투여
D000747,Ergotamine,에르고타민,23,False,-,-,True,1등급,주석산에르고타민의자궁수축및혈관수축작용.,False,-
D000150,Atazanavir,아타자나비르,22,True,3개월이하,핵황달의위험나타날수있음,False,-,-,False,-
D000202,Dihydroergotamine,디히드로에르고타민,22,False,-,-,True,1등급,(경구)임부에대한안전성미확립.(주사)동물실험에서고용량투여시자궁평활근및태반의혈류량을감소시켜태자의성장장애가능성보고.,False,-
D000259,Amiodarone,아미오다론,21,False,-,-,True,2등급,임부에대한안전성미확립.부정맥위험이증가될수있으므로진통및분만중에사용시모니터링필요.,False,-
D000673,Cobicistat,코비시스타트,20,True,36개월미만 / 3개월미만,안전성및유효성미확립생후23-26일랫트에서사망관찰됨. / 핵황달의위험나타날수있음.,True,2등급,임부에대한안전성미확립 / 임신한여성을포함한환자들에게투여시고빌리루빈혈증이흔하게발생함 / 임신중약물노출감소.임신기간중이약투여를시작하면안됨,False,-
D000712,Ritonavir,리토나비르,20,False,-,-,False,-,-,False,-
D000443,Voriconazole,보리코나졸,20,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서생식독성관찰됨.,False,-
D000256,Erythromycin,에리트로마이신,16,False,-,-,True,2등급,-,False,-
D000027,Simvastatin,심바스타틴,16,False,-,-,True,1등급,태아발육에필수적인콜레스테롤의생합성감소가능성. / 임부에대한안전성은확립되어있지않다.임부를대상으로심바스타틴을투여한대조임상시험은수행되지않았다.드물게|HMG-CoA환원효소저해제가자궁내에노출된후|선천성기형이드물게보고되었다,False,-
D000373,Clarithromycin,클래리트로마이신,15,False,-,-,True,2등급,-,False,-
D000334,Cyclosporine,사이클로스포린,15,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서생식독성보고.37주미만의미숙아출산위험성높음.,False,-
D000560,Epinephrine,에피네프린,15,False,-,-,True,2등급,태아의산소결핍초래가능성.,False,-
D000769,Ketoconazole,케토코나졸,14,False,-,-,True,2등급,동물실험에서고용량투여시기형발생(합지증|핍지증)보고.임신첫3분기에노출된태아에서사지결손보고.,False,-
D000419,Lovastatin,로바스타틴,14,True,20세미만,안전성및유효성미확립,True,1등급,태아발육에필수적인콜레스테롤의생합성감소가능성.,False,-
D000716,Methotrexate,메토트렉세이트,13,False,-,-,True,1등급,1등급(류마티스성관절염및건선치료)2등급(항암치료)난자형성또는정자발생이상|일시적정자부족증|월경기능장애|불임증및임신1기에투여시유산|태아사망|선천기형보고.,False,-
D000282,Phenobarbital,페노바르비탈,13,False,-,-,True,2등급,기형아(구순열|구개열)발생이유의하게높음(역학보고).신생아에서출혈경향|호흡억제|금단증상(다동|진전|반사고진|과긴장등)가능성및엽산저하보고.,False,-
D001697,Lorlatinib,롤라티닙,12,False,-,-,True,2등급,-임부에대한안전성미확립-동물실험에서배아치사성|태자체중감소및기형(사지뒤틀림|다지증|위벽파열|신장기형|반구형머리|높은아치형입천장|뇌실확장)이관찰됨,False,-
D000246,Sildenafil,실데나필,12,True,18세이하,_,True,1등급,(폐동맥고혈압치료시제외)여성에게사용할수없음동물실험에서착상률|수컷태자의체중감소|한배새끼수감소나타남,False,-
D000181,Tadalafil,타다라필,12,True,18세미만,_,True,1등급,여성에게사용할수없음,False,-
D000719,Mizolastine,미졸라스틴,11,False,-,-,False,-,-,False,-
D000003,Nelfinavir,넬피나비어,11,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D001562,Ranolazine,라놀라진,11,False,-,-,True,2등급,동물연구에서배·태자독성을보임,False,-
D001418,Ribociclib,리보시클립,11,False,-,-,True,2등급,동물생식독성시험에서랫드(사람노출량의0.6배)에서착상후유산발생률증가와태자체중감소|토끼(사람노출량의1.5배)에서태자기형발생률증가,False,-
D000650,Sumatriptan,수마트립탄,11,False,-,-,True,2등급,임신2기|3기중투여에대한안전성미확립.,False,-
D000019,Acitretin,아시트레틴,10,False,-,-,True,1등급,최기형성이있음.,False,-
D001743,Finerenone,피네레논,10,False,-,-,True,2등급,-임부에대한안전성미확립-동물실험에서태아체중감소|골화지연|태반무게감소|내장및골격변이(경미한부종|짧은탯줄|약간확대된천문|귓바퀴풀림지연)|희귀기형(중복대동맥궁)을포함한복잡한기형|새끼사망률증가|새끼에서약간증가된운동활동|초기배아독성징후(착상후손실증가및생존가능한태아수감소)가관찰됨,False,-
D001763,Lurasidone,루라시돈,10,False,-,-,True,2등급,-임부에대한안전성미확립-임신3기동안항정신병약물에노출된신생아에서추체외로및/또는금단증상보고(초조|근긴장항진증|근긴장저하증|진정|졸림|호흡곤란|섭식장애포함),True,-
D000718,Metformin,메트포르민,10,False,-,-,True,2등급,-,False,-
D000569,Udenafil,유데나필,10,True,18세이하,_,True,1등급,여성에게사용할수없음동물실험에서골격변이|골화지연|차산자의사산|신체발육부진나타남,False,-
D000434,Vardenafil,바데나필,10,True,18세미만,_,True,1등급,여성에게사용할수없음동물실험에서구개안면골기형|흉골|척추|늑골의변이|차산자의신체발달지체관찰됨,False,-
D001609,Venetoclax,베네토클락스,10,False,-,-,True,2등급,동물시험에서배아-태아독성이나타남.이약은임부에투여시태아에유해할수있음,False,-
D001701,Acalabrutinib,아칼라브루티닙,9,False,-,-,True,2등급,-동물실험에서난산|태아체중감소및골화지연관찰됨.,False,-
D001606,Brigatinib,브리가티닙,9,False,-,-,True,2등급,임부에게투여시태아손상을발생시킬수있음.동물에대한시험에서생식독성이확인됨,False,-
D001563,Doravirine,도라비린,9,False,-,-,False,-,-,False,-
D001171,Elbasvir,엘바스비르,9,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D000763,Indinavir,인디나빌,9,False,-,-,False,-,-,False,-
D000228,Methylergometrine,메틸에르고메트린,9,False,-,-,True,1등급,자궁수축작용으로인한자궁내태아에대한악영향|유산가능성.,False,-
D000007,Midazolam,미다졸람,9,False,-,-,True,2등급,벤조디아제핀계약물의최기형성사례(대조군에비해높음)|신생아포유곤란|근긴장저하|졸음|황달증가및분만전연용시신생아금단증상(신경과민|진전|과다긴장등)보고.,False,-
D000405,Posaconazole,포사코나졸,9,False,-,-,True,2등급,동물실험에서생식독성관찰됨,False,-
D001604,Safinamide,사피나미드,9,False,-,-,True,2등급,임신한랫트에서기관형성기간에이약의투여는이소성고환|비뇨기적변화(세뇨관확장및신우확장)및태아의골격이상을유발함,False,-
D000279,Tacrolimus,타크로리무스,9,True,2세미만,안전성및유효성미확립,True,2등급,임부에대한안전성미확립.태아에고칼륨혈증및신기능장애나타남.동물실험에서최기형작용|유산증가|모체독성|생존감소등보고.,False,-
D001076,Ceritinib,세리티닙,8,False,-,-,True,2등급,임부에대한안전성미확립|랫트와토끼에서권장용량보다낮은용량에서태자골격형성장애유발,False,-
D001362,Glecaprevir,글레카프레비르,8,False,-,-,False,-,-,False,-
D001590,Ibrutinib,이브루티닙,8,False,-,-,True,2등급,동물실험결과에근거하여임부복용시태아에위해가능성있음,False,-
D000161,Irinotecan,이리노테칸,8,False,-,-,True,2등급,임부에대한안전성미확립.동물시험에서최기형성(외표이상|내장기형및골격기형등)및착상후손실증가와생존태자수감소의독성보고.,False,-
D000758,Isotretinoin,이소트레티노인,8,False,-,-,True,2등급,전신투여시기형발생작용과관련됨. / 임신중의투여에대한안전성미확립(이소트레티노인에한함),False,-
D000128,Mirodenafil,미로데나필,8,True,18세이하,_,True,1등급,여성에게사용할수없음동물실험에서골격변이의태자독성|체중증가억제나타남,False,-
D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,8,True,16세이하,안전성및유효성미확립,True,1등급,-임부에안전성미확립.-치료상의유익성이위험성을상회한다고판단되는경우에만투여.,False,-
D001081,Rifabutin,리파부틴,8,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D000820,Alitretinoin,알리트레티노인,7,False,-,-,True,1등급,-,False,-
D000395,Darunavir,다루나비르,7,True,3세미만,안전성및유효성미확립,False,-,-,False,-
D000619,FusidicAcid,푸시딘산,7,True,4주미만,핵황달발생위험이있음,False,-,-,False,-
D001612,Isavuconazonium,이사부코나조늄,7,False,-,-,True,2등급,동물시험에서생식독성이관찰됨,False,-
D000626,Lopinavir,로피나비르,7,False,-,-,False,-,-,False,-
D000714,Mazindol,마진돌,7,True,16세이하,안전성및유효성미확립,True,1등급,-동물의생식·발생독성실험에서출산시태자의사망위험성이증가,False,-
D000082,Norepinephrine,노르에피네프린,7,False,-,-,True,2등급,자궁혈관의수축으로태아가사상태가능성.,False,-
D000795,Phentermine,펜터민,7,True,16세이하,안전성및유효성미확립,True,1등급,-임부에안전성미확립.-치료상의유익성이위험성을상회한다고판단되는경우에만투여,False,-
D000225,Rilpivirine,릴피비린,7,False,-,-,False,-,-,False,-
D000488,Tretinoin,트레티노인,7,False,-,-,True,1등급,(경구)기형발생작용높음.(외용)임부에대한안전성미확립.임부에국소적용한후태어난신생아에서결손보고.,False,-
D000171,Zolmitriptan,졸미트립탄,7,False,-,-,True,2등급,임부에대한안전성미확립.태아의생명력저하로볼수있는경우보고.,False,-
D000745,Almotriptan,알모트립탄,6,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000343,Amantadine,아만타딘,6,False,-,-,True,2등급,임신합병증|기형(심혈관의결함|수족의짧음)보고.,False,-
D000455,Atorvastatin,아토르바스타틴,6,False,-,-,True,1등급 / 2등급,임부에대한안전성미확립 / 임부에대한안전성미확립. / 일부에대한안전성미확립임신2기및3기에ACE저해제투여시태아위해및사망보고. / 안전성미확립HMG-CoA환원효소저해제가콜레스테롤합성및콜레스테롤생합성경로의다른생성물을감소시킬우려가있음,False,-
D000018,BupropionHydrochloride,부프로피온염산염,6,False,-,-,True,2등급,-,False,-
D001748,Cabotegravir,카보테그라비르,6,False,-,-,True,2등급,-임부에대한안전성미확립-랫드에서자손의생존율과생존능력감소와연관있는분만지연을유발하고|태아체중감소가관찰됨,False,-
D000505,Diethylpropion,디에틸프로피온,6,True,16세이하,안전성및유효성미확립,True,1등급,-임신중복용으로신생아에게금단증상을일으킬수있음.-이약과의연관성은확립되어있지않으나|선천성기형에대한자발적보고가있었음.-고용량투여는모체|배아에독성을일으킬수있음.,False,-
D000592,Triazolam,트리아졸람,6,True,18세미만,-안전성및유효성미확립,True,1등급,벤조디아제핀계약물의최기형성사례(대조군에비해높음)|신생아포유곤란|근긴장저하|졸음|황달증가및분만전연용시신생아금단증상(신경과민|진전|과다긴장등)보고.,False,-
D001723,isosorbidedinitrate,이소소르비드이질산염,6,False,-,-,False,-,-,False,-
D001722,isosorbidemononitrate,이소소르비드일질산염,6,False,-,-,False,-,-,False,-
D001585,Cabozantinib,카보잔티닙,5,False,-,-,True,2등급,임부에대한안전성미확립|동물실험에서배아독성|태아독성및기형유발영향|랫드에서이식후손실|태아부종|구개열/구순열|피부무형성|비틀린또는미성숙한꼬리유발|토끼에서태아의연조직변화(비장크기감소|중간폐엽이작거나결손)및총기형의태아발병증가,False,-
D000558,Efavirenz,에파비렌즈,5,True,3개월미만,-안전성및유효성미확립-소아에서성인에비해발진(Grade3또는4포함)이더높은빈도로보고됨,True,2등급,임부에대한안전성미확립.동물실험에서기형(무뇌증및단안무안구증|소안구증|구개열)및태자재흡수증가보고.,False,-
D000350,Ezetimibe,에제티미브,5,False,-,-,True,2등급,동물실험에서고용량투여시태자골격이상(늑골추가형성|경추중심부골화부전|늑골축소)발현증가관찰.,False,-
D000517,Fluconazole,플루코나졸,5,False,-,-,True,2등급,임신첫3개월안에150mg을단회또는반복투여한임부에서자연유산및영아의선천성이상보고.임신첫3개월의모든또는대부분의기간동안고용량(1일400-800mg)투여시영아에서출생기형(납작머리증|비정상적얼굴|비정상정머리덮개뼈발달|구개열|대퇴부휨|얇은갈비뼈|긴뼈|관절굽음증|선천적심장질환)이나타남.콕시디오이데스진균증에대해3개월이상고용량(1일400-800mg)투여시영아에서다발성선천성기형보고.동물실험에서고용량투여시태자의해부학적인변형(과잉늑골|신우확장)증가및골화지연|배자치사증가|태아기형(파형늑골|구개열|비정상적인두개안면부골화)확인.,False,-
D000114,Hydroxyzine,히드록시진,5,False,-,-,True,2등급,신생아에서근육긴장저하|추체외로장애를포함한운동이상|간대성운동|중추신경계억제|신생아저산소증|뇨저류등보고.동물실험에서생식독성보고.,True,-
D000362,Imipramine,이미프라민,5,False,-,-,True,2등급,동물실험에서최대임상노출보다는낮은정도의전신노출수준(AUC)에서생식독성나타냄.임신말기에복용시신생아중단증후군발생가능성.,True,노인에서의삼환계항우울제사용은기립성저혈압|비틀거림|항콜린작용에의한구갈|배뇨곤란|변비|안내압항진등이나타나기쉬움으로소량으로신중투여
D001063,Lorcaserin,로카세린,5,False,-,-,True,1등급,임부에서의사용경험이제한적이고|임부의체중감소가태아에미칠수있는잠재적위험이있음,False,-
D001594,Midostaurin,미도스타우린,5,False,-,-,True,2등급,임부에대한안전성미확립|랫드와토끼에서태자독성유발|랫드와토끼를대상으로한태자발달연구에서만기재흡수수의증가|태자중량감소그리고골격골화감소가관찰됨.출생전|후발생시험에서모체성난산및감소된산자수|새끼의저체중|완벽한개안촉진|늦은청각반사개체(delayedauricularstartleontogeny)가관찰,False,-
D000530,Molsidomine,몰시도민,5,False,-,-,False,-,-,False,-
D000287,Naratriptan,나라트립탄,5,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000498,Nicorandil,니코란딜,5,False,-,-,False,-,-,False,-
D000466,Nortriptyline,노르트립틸린,5,True,18세이하,안전성및유효성미확립,True,2등급,임부에대한안전성미확립.,True,노인에서의삼환계항우울제사용은기립성저혈압|비틀거림|항콜린작용에의한구갈|배뇨곤란|변비|안내압항진등이나타나기쉬움으로소량으로신중투여
D000698,Rasagiline,라사길린,5,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000022,Sotalol,소타롤,5,False,-,-,True,2등급,태반통과및비정상적인신생아체중보고.,False,-
D001149,palbociclib,팔보시클립,5,False,-,-,True,2등급,임부에투여시태아에유해할수있음.동물실험에서배티자독성(태자독성|태자체중감소|골격변형|태아사망)나타남.,False,-
D000030,Amisulpride,아미설프리드,4,True,15세미만,안전성및유효성미확립,True,2등급,임부에대한안전성미확립.,True,-
D001419,Bictegravir,빅테그라비르,4,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D000015,Bosentan,보센탄,4,False,-,-,True,1등급,임신중투여시선천성결함야기가능성.,False,-
D000541,Bromocriptine,브로모크립틴,4,False,-,-,False,-,-,False,-
D001552,Burosumab,부로수맙,4,False,-,-,True,2등급,원숭이를이용한생식및발달독성연구결과|임상최대노출용량의3.7배에해당하는용량에서조기분만율의증가|임상최대노출용량의32배에해당하는용량에서태반의무게와미네랄축적의증가|유산율및배태아사망률의증가가확인됨,False,-
D000584,Chlorpromazine,클로르프로마진,4,True,1세미만,추체외로증상특히운동장애가나타나기쉬움,True,2등급,임부에대한안전성미확립.동물실험에서태자독성(태자사망등)보고.임신중투여시신생아에서진전|추체외로증상등보고.임신말기나분만중투여시기면|진전|과흥분성가능성.임신3기에투여시추체외로장애|금단증상(초조|근육긴장항진또는저하|진전등)보고.,True,노인에서의정형항정신병약물사용은추체외로증상|항콜린성부작용등이나타나기쉬우므로신중투여
D000332,Citalopram,시탈로프람,4,False,-,-,False,-,-,False,-
D000084,Dapoxetine,다폭세틴,4,False,-,-,False,-,-,False,-
D000298,Diflunisal,디플루니살,4,False,-,-,True,2등급,임부에대한안전성미확립.임신말기에투여시태아의동맥관조기폐쇄가능성.동물실험에서난산발생빈도증가|분만지연|태아생존율감소보고.,False,-
D000503,Doxycycline,독시사이클린,4,True,12세미만,소아등(특히치아형성기인12세미만의소아)에투여시|치아의착색？법랑질형성부전|또는일과성골발육부전을일으킬수있음,True,2등급,태자에일과성골발육부전|영구적치아착색|법랑질형성부전보고.동물실험에서태자독성(주로골격발달지연과관련)및배자독성보고.,False,-
D001079,Enzalutamide,엔잘루타마이드,4,False,-,-,True,1등급,-여성에게투여하지않음.발생기태아에위험을초래할수있음.임부가복용하거나복용중에임신을할경우|태아에위험하며유산가능성이있음.,False,-
D000212,FlecainideAcetate,플레카이니드아세테이트,4,False,-,-,True,2등급,동물실험에서기형발생이인정됨.,False,-
D000516,Fluoxetine,플루옥세틴,4,False,-,-,False,-,-,False,-
D000800,Fluvoxamine,플루복사민,4,False,-,-,False,-,-,False,-
D001711,Ixazomib,익사조밉,4,False,-,-,False,-,-,False,-
D000699,Lansoprazole,란소프라졸,4,False,-,-,True,2등급,임부에대한안전성미확립.토끼(경구30mg/kg)에서태자사망율의증가가인정됨.랫트에서태자의골성장지연이보고됨.,False,-
D000215,Nitroglycerin,니트로글리세린,4,False,-,-,False,-,-,False,-
D000787,Nitroprusside,니트로푸루시드,4,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000700,Pethidine,페티딘,4,False,-,-,True,2등급,신생아에서마약금단증상(신경과민|과도한움직임|울음|불면|떨림|발열등)가능성.출산/분만중투여시신생아호흡억제유발가능성.,False,-
D001598,Ponatinib,포나티닙,4,False,-,-,True,2등급,기관형성기에임신한랫드대상배태자발달에대한영향연구결과배태자독성관찰됨.모체독성용량3mg/kg/일(사람권장용량에서AUC와동등)에서태아흡수증가|체중감소|외형변화|여러연조직및골격변화|골화감소|1mg/kg/일(사람권장용량에서AUC의약24%)에서도여러태아연조직및골화감소를포함한골격변화등배태자독성관찰나타남,False,-
D000628,Roxithromycin,록시트로마이신,4,False,-,-,True,2등급,-,False,-
D000141,Sibutramine,시부트라민,4,False,-,-,False,-,-,False,-
D001082,Sirolimus,시롤리무스,4,False,-,-,True,2등급,동물실험에서태아독성보고,False,-
D000064,Tetracycline,테트라사이클린,4,True,12세미만,소아등(특히치아형성기인12세미만의소아)에투여시|치아의착색？법랑질형성부전|또는일과성골발육부전을일으킬수있음,True,2등급,태자에일과성골발육부전|영구적치아착색|법랑질형성부전보고.동물실험에서태자독성(주로골격발달지연과관련)및배자독성보고.,False,-
D000182,Tigecycline,타이제사이클린,4,True,8세이하,치아발달기의환자(임신후반기|영아및8세이하의소아)에게이약을사용할경우영구적인치아변색을유발할수있음,True,2등급,임부에대한안전성미확립.동물실험에서태자의체중감소|중요하지않은골격이상(골화지연)증가|태자감소보고.,False,-
D001703,Zanubrutinib,자누브루티닙,4,False,-,-,True,2등급,-임부에대한안전성미확립-동물실험에서치명적인심장기형|착상후태자소실|모체독성|이유전체중감소|이상안구소견(백내장|동출된눈등)관찰,False,-
D000173,Ziprasidone,지프라시돈,4,False,-,-,True,2등급,임부에대한안전성미확립.임신3기에투여시신생아에서추체외로장애|금단증상(초조|근육긴장항진또는저하|진전등)보고.,True,-
D000028,Adefovirdipivoxil,아데포비어디피복실,3,False,-,-,True,2등급,동물실험에서배자독성|태자기형증가함,False,-
D000742,Azithromycin,아지트로마이신,3,False,-,-,False,-,-,False,-
D000020,Blonanserin,블로난세린,3,False,-,-,True,2등급,임부에대한안전성미확립임신3기에투여시신생아에서추체외로장애|금단증상의위험가능성.,True,-
D000238,Bromperidol,브롬페리돌,3,False,-,-,True,2등급,동물실험에서태자독성(태자흡수증가등)보고.임신말기나분만중투여시신생아에서기면|진전|과흥분성가능성.임신3기에투여시신생아에서추체외로장애|금단증상보고.,False,-
D000581,Calcitriol,칼시트리올,3,False,-,-,True,2등급,과량투여시태아독성의위험(육체적·정신적발달지체|대동맥협착).,False,-
D000142,Ciprofloxacin,시프로플록사신,3,True,18세미만,-안전성및유효성미확립-퀴놀론계항균제는몇몇어린동물종에서특히체중부하부위의관절병증|뼈연골증을유발함,True,2등급,임부에대한안전성미확립.동물실험에서미성숙개체에서관절연골손상유발가능성.,False,-
D000277,Clomipramine,클로미프라민,3,False,-,-,True,2등급,동물실험에서최대임상노출보다는낮은정도의전신노출수준(AUC)에서생식독성나타냄.임신말기에복용시신생아중단증후군발생가능성.,True,노인에서의삼환계항우울제사용은기립성저혈압|비틀거림|항콜린작용에의한구갈|배뇨곤란|변비|안내압항진등이나타나기쉬움으로소량으로신중투여
