code,label_eng,label_kor,degree,is_age_contra,age_rule,age_reason,is_preg_contra,preg_grade,preg_reason,is_elderly_caution,elderly_reason
D000696,Dexketoprofen,덱스케토프로펜,3,True,12세이하,안전성및유효성미확립,True,2등급,(경구)양수과소증을수반하는신부전|항응고효과로인한출혈시간지연|자궁수축억제로인한출산지연가능성.(주사)임부에대한안전성미확립.자궁수축저해로인한출산지연.자궁내수축또는동맥관폐쇄유도로인한신생아폐성고혈압및호흡불충분.태아혈소판과신장기능억제로인한양수과소증및신생아무뇨증가능성.,True,-
D000200,Dextromethorphan,덱스트로메토르판,3,False,-,-,False,-,-,False,-
D001820,Digoxin,디곡신,3,False,-,-,False,-,-,False,-
D000319,Dolasetron,돌라세트론,3,True,18세이하,소아및청소년에게이약을투여시급격한심전도변화가흔하게나타나고|QTc간격의급격한변화가성인보다소아에서더크게나타남,False,-,-,False,-
D000665,Emtricitabine,엠트리시타빈,3,False,-,-,False,-,-,False,-
D000155,Ephedrine,에페드린,3,False,-,-,True,2등급,태아의심박수및심장박동변동성증가,False,-
D000035,Escitalopram,에스시탈로프람,3,False,-,-,False,-,-,False,-
D000153,Esomeprazole,에스오메프라졸,3,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D000707,Fluticasone,플루티카손,3,True,3개월미만,-안전성및유효성미확립-소아는체중당체표면적의비율이성인보다커서코르티코이드로인해HPA축(시상하부-뇌하수체-부신축)억제|쿠싱증후군|발육장애등이나타나기쉬우며|치료중또는치료중단후부신부전이나타날위험이높음,True,2등급,임부에대한안전성미확립.동물실험에서코르티코스테로이드는상대적으로낮은농도로전신투여시기형을유발하는것으로관찰됨.,False,-
D000407,Frovatriptan,프로바트립탄,3,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서생식독성보고.,False,-
D000076,Gemfibrozil,겜피브로질,3,False,-,-,True,2등급,동물실험에서종양발생보고.태아독성유발가능성.,False,-
D001589,Gilteritinib,길테리티닙,3,False,-,-,True,2등급,임부에대한안전성미확립|랫드에서태아성장을억제하고배아-태아사망및최기형성을초래,False,-
D000080,Gimeracil,기메라실,3,False,-,-,False,-,-,False,-
D000672,Ketoprofen,케토프로펜,3,True,15세미만 / 6세미만 / 4주미만,_ / 안전성및유효성미확립 / -안전성및유효성미확립-벤질알코올은조숙아에서치명적인가쁜호흡증상과연관이있는것으로보고됨,True,2등급,임부에대한안전성미확립.임신후기에투여시태아순환지속증과태아신부전발생보고및출혈시간연장가능성.임신말기에투여시태아동맥관조기폐쇄가능성.동물실험에서동맥혈관수축|심폐와신장독성발생|난산발생빈도증가|분만지연|태아생존율감소보고.,True,-
D001364,Letermovir,레테르모비르,3,False,-,-,True,2등급,임부에대한안전성미확립동물실험에서배태자독성및태자기형보고랫트의출생전후발생시험에서사람에대한권장용량에서의노출도의2배에서총한배새끼소실관찰,False,-
D000059,LithiumCarbonate,탄산리튬,3,False,-,-,True,2등급,동물실험에서기형발생|사람에서심장기형의발현빈도증가보고.,False,-
D000229,Methylphenidate,메틸페니데이트,3,True,5세이하,안전성및유효성미확립,True,2등급,최대권장용량의약40배를토끼에투여시최기형성(태자척추피열증가)관찰됨.,False,-
D000127,Minocycline,미노사이클린,3,True,12세미만,소아등(특히치아형성기인12세미만의소아)에투여시|치아의착색·법랑질형성부전|또는일과성골발육부전을일으킬수있음,True,2등급,태자에일과성골발육부전|영구적치아착색|법랑질형성부전보고.동물실험에서태자독성(주로골격발달지연과관련)및배자독성보고.,False,-
D000006,Morphine,모르핀,3,False,-,-,True,2등급,동물실험에서고용량투여시저산소증으로인한기형유발|새끼의사망률및발달장애증가보고.신생아에서마약금단증상(신경과민|과도한움직임|울음|불면|떨림|발열등)가능성.출산/분만중투여시신생아호흡억제유발가능성.,False,-
D001699,Neratinib,네라티닙,3,False,-,-,True,2등급,-토끼에서유산|배태자사망(흡수증가)|태자이상관찰됨,False,-
D000196,Nisoldipine,니솔디핀,3,False,-,-,True,2등급,동물실험에서태아의발육억제및최기형작용보고(유사약물에서).,False,-
D000469,Omeprazole,오메프라졸,3,False,-,-,False,-,-,False,-
D000263,Oxcarbazepine,옥스카르바제핀,3,False,-,-,True,2등급,동물실험에서태자의구조적기형및다른발달학적독성(태자사망률증가|성장지연)발생증가|신생아응고작용방해보고.,False,-
D000754,Oxytetracycline,옥시테트라사이클린,3,True,12세미만,소아등(특히치아형성기인12세미만의소아)에투여시|치아의착색·법랑질형성부전|또는일과성골발육부전을일으킬수있음,True,2등급,태자에일과성골발육부전|영구적치아착색|법랑질형성부전보고.동물실험에서태자독성(주로골격발달지연과관련)및배자독성보고.,False,-
D000353,Paroxetine,파록세틴,3,False,-,-,True,2등급,임신초기3개월이내복용시선천성기형(심실및심방중격결손등)발생위험이다른항우울제에비해2.2배높음.임신후기에SSRIs복용시신생아폐동맥고혈압존속증위험성이전체인구대비4~5배높음.임신말기3개월에SSRIs복용시신생아합병증(호흡곤란|청색증등)보고.,False,-
D000513,Pentamidin,펜타미딘,3,False,-,-,False,-,-,False,-
D000781,Perphenazine,페르페나진,3,True,14세이하,추체외로증상특히운동장애가나타나기쉬움,True,2등급,임부에대한안전성미확립.동물실험에서기형발생보고.임신3기에투여시신생아에서추체외로장애|금단증상(초조|근육긴장항진또는저하|진전등)보고.,True,노인에서의정형항정신병약물사용은추체외로증상|항콜린성부작용등이나타나기쉬우므로신중투여
D000448,Pseudoephedrine,슈도에페드린,3,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000219,Rosuvastatin,로수바스타틴,3,False,-,-,True,1등급,임부에대한안전성미확립.태아발육에필수적인콜레스테롤의생합성감소가능성.동물실험에서제한된생식독성보고. / 임부에게레닌-안지오텐신-알도스테론계(RAAS)에직접작용하는약물들의투여시|태아및신생아에게손상및사망까지도일어날수있으며|이러한사례는ACE억제제를복용한환자에서도세계적으로수십례가보고된바있다. / 임부에게레닌-안지오텐신-알도스테론계(RAAS)에직접작용하는약물의투여시|태아및신생아에게심각한손상및사망까지도일어날수있으며|이러한사례는ACE억제제를복용한환자에서도세계적으로수십례가보고된바있다. / 안전성미확립 / 임신2|3기인임부에레닌-안지오텐신시스템에직접적으로작용하는약물투여시|태아및신생아에게손상및사망까지유발할수있다. / 레닌-안지오텐신계에직접작용하는약물을임부(임신제2～3기)에투여시|태아및신생아손상및사망이일어날수있음,False,-
D000336,Sertraline,설트랄린,3,False,-,-,False,-,-,False,-
D000777,Thrombin,트롬빈,3,False,-,-,False,-,-,False,-
D001003,Tofacitinib,토파시티닙,3,False,-,-,True,2등급,-,False,-
D000487,Tolvaptan,톨밥탄,3,False,-,-,True,2등급,동물실험에서구개열|소지증|소안구증|골격기형|태아체중감소|태아골화지연|배·태자사망보고.,False,-
D000773,Tramadol,트라마돌,3,True,12세미만,소아에서생명에치명적인호흡억제및사망발생,True,2등급,임부에대한안전성미확립.동물실험에서돌연변이성|발암성|생식독성보고.임신말기고용량단기투여시신생아의호흡억제가능성.임신중장기투여시신생아에게금단증상야기가능성. / 임부에대한안전성미확립.동물실험에서돌연변이성|발암성|생식독성보고.임신말기고용량단기투여시신생아의호흡억제가능성.임신중장기투여시신생아에게금단증상야기가능성.(트라마돌에의함),False,-
D000031,Acemetacin,아세메타신,2,False,-,-,True,2등급,동물실험에서최기형성보고.태아순환지속증|동맥관수축|동매관개존증|신생아신부전|태아장천공|양수과소증발생보고.동물실험에서비스테로이드성소염진통제는난산발생빈도증가|분만지연|태아생존율감소보고.,False,-
D001821,Agalsidaseα,아갈시다제알파,2,False,-,-,False,-,-,False,-
D000151,Alfacalcidol,알파칼시돌,2,False,-,-,True,2등급,과량복용시태아독성위험(육체적·정신적발달지체|대동맥협착)가능,False,-
D001030,Alfuzosin,알푸조신,2,False,-,-,True,2등급,-,False,-
D000660,Alprazolam,알프라졸람,2,False,-,-,True,2등급,임신후기3개월이나분만시노출된영아에서이완소아증후군(근긴장저하)이나신생아금단증상(신경과민|진전|과긴장)|포유곤란|졸음|황달증가발생보고.,False,-
D000159,Amiloride,아미로라이드,2,False,-,-,True,2등급,혈액량감소|혈액점도증가및태반혈류량감소와관련.태아와신생아의황달|태아의골수억제|혈소판감소보고.,False,-
D000248,Amoxapine,아목사핀,2,False,-,-,True,2등급,동물실험에서삼환계항우울약의기형발생작용보고.,True,노인에서의삼환계항우울제사용은기립성저혈압|비틀거림|항콜린작용에의한구갈|배뇨곤란|변비|안내압항진등이나타나기쉬움으로소량으로신중투여
D000144,Anastrozole,아나스트로졸,2,False,-,-,True,1등급,동물실험에서생식독성및태자생존율감소보고.,False,-
D001780,Apalutamide,아팔루타마이드,2,False,-,-,False,-,-,False,-
D000657,Apraclonidine,아프라클로니딘,2,False,-,-,True,2등급,동물실험에서태아부작용발생,False,-
D000452,Aspirin,아스피린,2,False,-,-,True,2등급,정중배벽갈림증에대한위험성증가배제될수없음.동물실험에서생식독성나타남|태자의동맥관수축보고.임신3기동안모든프로스타글란딘합성저해제들은태아의심폐기관독성(동맥관의조기페쇄및폐고혈압)|신기능저하(이는양수과소증)유발가능.임신말기에는산모와아이에서출혈시간연장|항응고작용(저용량)|자궁수축이억제되어분만시간연장또는지연가능.,True,-
D000737,Avanafil,아바나필,2,True,18세이하,_,True,1등급,여성에게사용할수없음동물실험에서태자체중감소|유산율증가|차산자체중감소|모체체중및사료섭취량감소나타남,False,-
D000328,Bedaquiline,베다퀼린,2,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D001693,Bosutinib,보수티닙,2,False,-,-,True,2등급,-임부에대한안전성미확립-동물실험에서이상발달결과(구조적이상|배태자사망및성장변화포함)관찰,False,-
D000641,Brimonidine,브리모니딘,2,True,18세미만 / 2세미만,안전성및유효성미확립 / -안전성및유효성미확립-시판후조사에서이약을투여받은신생아에서무호흡|서맥|저혈압|체온저하|혼수상태|졸음|근긴장저하|무기력|창백|호흡저하가보고됨 / -안전성및유효성미확립-시판후조사에서이약을투여받은영아에서무호흡|서맥|혼수|저혈압|저체온|근육긴장저하|기면|창백|호흡억제|졸음이보고됨,False,-,-,False,-
D000540,Buspirone,부스피론,2,False,-,-,False,-,-,False,-
D000175,Calcifediol,칼시페디올,2,False,-,-,True,2등급,임부에대한안전성미확립동물실험에서사람복용량의6~12배투여시토끼에서기형발생보고,False,-
D000477,Clenbuterol,클렌부테롤,2,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서임신후기투여시자궁근수축을억제하여분만지연을일으킴.,False,-
D000582,Colchicine,콜키신,2,False,-,-,True,2등급,동물실험에서기형발생작용및사람에서태아염색체손상의위험.,False,-
D000026,Cyproheptadine,시프로헵타딘,2,True,2세이하,안전성및유효성미확립,True,2등급,임부에대한안전성미확립. / 임부에대한안전성미확립(시프로헵타딘에한함),True,-
D000396,Dabigatranetexilate,다비가트란에텍실레이트,2,False,-,-,True,2등급,임부에대한안전성미확립.모체독성용량에서태자의체중감소|태자변이증가|배태자생존력감소보고.,False,-
D001561,Defibrotide,데피브로타이드,2,False,-,-,True,2등급,임부에대한안전성미확립|랫드및토끼에서출혈성유산의발생률증가,False,-
D000506,Diclofenac,디클로페낙,2,True,18세미만 / 4주미만,소아에대한안전성유효성이아직확립되지않았으므로사용하지말것 / 벤질알코올은조숙아에서치명적인가쁜호흡증상과연관이있는것으로보고됨,False,-,-,True,-
D000297,Domperidone,돔페리돈,2,False,-,-,True,2등급,동물실험에서모체독성을유발하는농도에서생식독성보고. / 동물실험에서모체독성을유발하는농도에서생식독성보고.(돔페리돈에한함),False,-
D000501,Doxepin,독세핀,2,False,-,-,True,2등급,동물실험(랫트)에서기관형성기간중에투여시발생독성(태아구조적이상발생증가|태아체중감소)이관찰됨,False,-
D000749,Ethinylestradiol,에티닐에스트라디올,2,False,-,-,True,1등급,태아의손상가능성. / 피임제,False,-
D001700,Fedratinib,페드라티닙,2,False,-,-,True,2등급,-임부에대한안전성미확립-작용기전에따른태아손상가능성있음.동물실험에서배태자사망과최기형성을유발한JAK저해제군에속함-랫드에서착상후손실|태아체중감소|골격변이를포함한배태자의독성과관련됨,False,-
D000070,Fenoterol,페노테롤,2,False,-,-,True,2등급,동물실험에서랫트의태자골격이상출현빈도의증가가보고됨.,False,-
D001648,Fexuprazan,펙수프라잔,2,False,-,-,True,2등급,-임부에대한안전성미확립,False,-
D001755,Filgotinib,필고티닙,2,False,-,-,True,2등급,-임부에대한안전성미확립-동물실험에서내부수두증|팽창된수뇨관|생존가능태자수감소|조기및후기흡수횟수증가|태아체중감소|폐와심혈관계내장기형|척추뼈|갈비뼈및흉골분절의골격기형|흉골분절융합|골격골화지체가관찰됨,False,-
D000798,Furosemide,푸로세미드,2,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000075,Gentamicin,겐타마이신,2,False,-,-,True,2등급,(주사)신생아에제8뇌신경장애(특히비가역적선천성난청)가능성.(이식)임부에대한안전성미확립.태반을통과하여치명적인위해가능성. / 동물실험결과태자에바람직하지못한효과를나타내었다.(겐타마이신에한함),False,-
D000363,Ibuprofen,이부프로펜,2,False,-,-,True,2등급,(경구|주사)-임부에대한안전성미확립.-임신말기에투여시태아의동맥관조기폐쇄가능성.-임신약20주이후비스테로이드성소염제의사용은태아의신기능이상을일으켜양수과소증유발가능및경우에따라신생아신장애발생가능(외용)-임신후반기투여시출산지연|출산시실혈|신생아출혈|태아의심폐독성(동맥관조기폐쇄를수반하는폐고혈압)|신기능저하로양수과소증을수반하는신부전발생가능,True,-
D000575,Indometacin,인도메타신,2,False,-,-,True,2등급,(경구)임신말기에투여시태아순환지속증|태아의동맥관수축|동맥관개존증|양수과소/과다증|태아신부전|태아장천공및조기출산한신생아에서괴사성장염보고.동물실험에서기형|난산발생증가|분만지연|태자생존율감소보고.(주사)동물실험에서임신기마지막3일간투여시모체와태자사망|출생자에서는간뇌신경괴사의발생빈도증가및임신3기에투여시출생자의폐혈관수감소|폐혈관근육과도생성보고.,True,-
D000759,Isoproterenol,이소프로테레놀,2,False,-,-,True,2등급,동물실험(마우스|햄스터)에서기형발생이보고됨.,False,-
D000571,Ivabradine,이바브라딘,2,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서배태자독성및최기형성효과나타남.,False,-
D000302,Levodopa,레보도파,2,True,25세미만,-안전성및유효성미확립-동물실험에서벤세라지드에의해골격기형이나타남,True,2등급,동물실험에서내장|골격기형발생보고.,False,-
D000792,Levomepromazine,레보메프로마진,2,False,-,-,True,2등급,동물실험에서태자독성(대량투여시태자사망등)보고.페노티아진계(클로르프로마진)투여시신생아진전보고.임신3기에투여시신생아에게추체외로장애|금단증상보고.,True,노인에서의정형항정신병약물사용은추체외로증상|항콜린성부작용등이나타나기쉬우므로신중투여
D001035,Linezolid,리네졸리드,2,False,-,-,True,2등급,-,False,-
D000427,Meloxicam,멜록시캄,2,True,15세이하,_,True,2등급,임신초기사용시유산|심장기형|배벽갈림증위험증가.임신말기사용시심폐독성|신기능장애|출혈시간연장|항응집효과|자궁수축억제가능성.동물실험에서착상전후손실|배태자사망률및기형발생증가보고.,True,-
D000125,Methoxyphenamine,메톡시페나민,2,False,-,-,False,-,-,False,-
D000322,Midecamycin,미데카마이신,2,False,-,-,True,2등급,-,False,-
D000323,Mirtazapine,미르타자핀,2,True,18세미만,소아및청소년에서의사용승인되지않음.소아(7~17세)임상시험에서7%이상체중이증가된환자비율이위약군보다높음.,False,-,-,False,-
D000953,Mitotane,미토테인,2,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000430,Moxifloxacin,목시플록사신,2,True,18세미만,안전성및유효성미확립,True,2등급,임부에대한안전성미확립.동물실험에서골격기형|유산증가|태자무게감소|출생전사망증가|임신기간연장등보고.,False,-
D000309,Piroxicam,피록시캄,2,True,4주미만 / 80세이상,벤질알코올은조숙아에게서치명적인가쁜호흡증상과연관이있는것으로보고됨 / 중증의위장관계이상반응을일으킬위험은연령에따라증가함.고령자는중대한위장관계이상반응의위험이더클수있음.,True,2등급,임부에대한안전성미확립.임신말기에투여시태아의동맥관조기폐쇄가능성.동물실험에서최기형작용|난산발생빈도증가|분만지연|태아생존율감소보고.,False,-
D000518,Pitavastatin,피타바스타틴,2,False,-,-,True,1등급,태아발육에필수적인콜레스테롤의생합성감소가능성. / 레닌-안지오텐신-알도스테론계(RAAS)에직접작용하는약물들의투여시|태아및신생아에게손상및사망까지도일어날수있으며|이러한사례는ACE억제제를복용한환자에서도세계적으로수십례가보고된바있다.,False,-
D000565,PotassiumChloride,염화칼륨,2,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D000514,Procaterol,프로카테롤,2,False,-,-,True,2등급,임부에대한안전성미확립.,False,-
D000515,Propafenone,프로파페논,2,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서모체독성용량인150mg/kg/일(토끼)및600mg/kg/일(랫트)을투여했을때배태자사망나타남.토끼는30mg/kg/일에서태반무게증가및골화지연나타남.랫트는180mg/kg/일이상의용량에서모체사망증가|출생자생존감소|체중증가감소|발달지연나타남.,False,-
D000204,Rabeprazole,라베프라졸,2,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서임신한랫트의기관형성기에400mg/kg/day경구투여시|태자의골화지연|분만시착상수|생존자수와분만율의감소|출생자의체중증가량저하와open-fieldtest에서시행회수와구획이행수의감소가관찰됨.분만전후에30mg/kg/day정맥투여시|출생자의지속적인체중저하가관찰됨.임신토끼의기관형성기에정맥투여시태자의체중저하|골화지연이관찰됨.,False,-
D000527,Rivaroxaban,리바록사반,2,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서약리학적작용양식(예|출혈성합병증)과관련된태반변화와함께뚜렷한모독성(생식독성유발)보고.,False,-
D000137,Salbutamol,살부타몰,2,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서기형발생이보고됨.,False,-
D001071,Sofosbuvir,소포스부비르,2,False,-,-,True,2등급,안전성및유효성미확립 / -임부에대한안전성미확립,False,-
D000731,Spironolactone,스피로노락톤,2,False,-,-,True,2등급,동물실험에서기형발생가능성보고. / 스피로노락톤및그대사산물과히드로클로로치아짓은태반을통과하므로태아·신생아황달|혈소판감소및성인에서보고된부작용이태아에나타날수있다.임신중에는이뇨제상용이부적절하며모체와태아에게불필요한위험을초래할수있다.,False,-
D000679,Tamoxifen,타목시펜,2,False,-,-,True,2등급,자연유산|선천성결손|태아사망보고.,False,-
D001367,Tegoprazan,테고프라잔,2,False,-,-,True,2등급,임부에대한안전성미확립랫트태자에서짧은과잉목갈비뼈증가보고,False,-
D000060,Tenoxicam,테녹시캄,2,False,-,-,True,2등급,임부에대한안전성미확립.임신말기에투여시태아의동맥관조기폐쇄가능성.동물실험에서동맥관수축|난산발생빈도증가|분만지연|태아생존율감소보고.,False,-
D000385,Ticagrelor,티카그렐러,2,False,-,-,True,2등급,동물실험에서생식독성보고.,False,-
D000187,Tizanidine,티자니딘,2,False,-,-,True,2등급,동물실험에서기형및독성보고,False,-
D000185,Tulobuterol,툴로부테롤,2,False,-,-,False,-,-,False,-
D001724,Valbenazine,발베나진,2,False,-,-,True,2등급,-동물실험에서사산및출산후출생자사망증가|태자발달지연(체중감소및골화지연)관찰,False,-
D000638,Venlafaxine,벤라팍신,2,True,18세미만,-안전성및유효성미확립-소아임상시험에서자살생각(suicidalideation)의이상반응이관찰됨.적개심및특히주요우울장애의경우|자해(self-harm)의보고증가,False,-,-,False,-
D000567,Warfarin,와파린,2,False,-,-,True,1등급,태아의출혈또는자궁내사망|형성부전및점상연골발육부전등선천성기형초래보고.,False,-
D001560,Zinchistidine,히스티딘아연,2,False,-,-,False,-,-,False,-
D000146,Abiraterone,아비라테론,1,False,-,-,True,1등급,임부에대한안전성미확립.모체의호르몬농도변화로인한태아발달에위해가능성.,False,-
D000739,Aceclofenac,아세클로페낙,1,False,-,-,True,2등급,임부에대한안전성미확립.임신말기에투여시태아의동맥관조기폐쇄가능성.동물실험에서비스테로이드성소염진통제는난산발생빈도증가|분만지연|태아생존율감소보고.,True,-
D000249,Acetazolamide,아세타졸아미드,1,False,-,-,True,2등급,동물실험에서기형발생보고.임상에서임신제1삼분기에노출된후사지|눈의기형과두개골-위턱얼굴및심장기형발생보고.,False,-
D000658,Alendronate,알렌드론산,1,False,-,-,True,2등급,임부에대한안전성미확립.동물시험에서착상후생존율감소|고용량에서불완전골화증가|분만지연과분만실패|모체독성보고. / 임부에대한안전성미확립.동물시험에서착상후생존율감소|고용량에서불완전골화증가|분만지연과분만실패|모체독성보고.과량투여시태아독성의위험(육체적·정신적발달지체|대동맥협착).,False,-
D000875,Alfentanil,알펜타닐,1,False,-,-,True,2등급,임부에대한안전성미확립.신생아호흡억제및금단증상유발가능,False,-
D001261,Alteplase,알테플라제,1,False,-,-,True,2등급,고용량의비임상시험에서추가적인약리학적활성으로미숙태자및/또는배자독성나타남.,False,-
D000255,Altretamine,알트레타민,1,False,-,-,True,2등급,동물실험에서과량투여시배자독성|기형유발및태자의생후생존율감소또는배자사망보고.,False,-
D000029,AminocaproicAcid,아미노카프론산,1,False,-,-,True,2등급,임부에대한안전성미확립,False,-
D000809,Amitriptyline,아미트리프틸린,1,False,-,-,True,2등급,임부에대한안전성미확립.,True,노인에서의삼환계항우울제사용은기립성저혈압|비틀거림|항콜린작용에의한구갈|배뇨곤란|변비|안내압항진등이나타나기쉬움으로소량으로신중투여
D001751,Apixaban,아픽사반,1,False,-,-,False,-,-,False,-
D000251,Articaine,아티카인,1,False,-,-,False,-,-,False,-
D001075,Asunaprevir,아수나프레비르,1,False,-,-,False,-,-,False,-
D000552,Atomoxetine,아토목세틴,1,True,6세미만,안전성및유효성미확립,True,2등급,임부에대한안전성미확립.,False,-
D000656,Atropine,아트로핀,1,True,4세미만 / 12세미만,-심각한전신부작용위험이있음.-조산아|영아|다운증후군|강직마비또는뇌손상어린이는이약의전신흡수에따른중추신경계장애|심폐및위장관독성에감수성이있음 / -심각한전신부작용위험이있음-조산아|영아|다운증후군|강직마비또는뇌손상어린이는이약의전신흡수에따른중추신경계장애|심폐및위장관독성에감수성이있음,True,2등급,(주사제)동물실험에서기형발생.태아에서빈맥등발생가능성|(점안제)점안으로도전신순환가능.동물실험에서기형보고,False,-
D000250,Azathioprine,아자티오프린,1,False,-,-,True,2등급,동물실험에서기형발생(골격기형|내장이상)보고.프레드니손과병용투여시태아에림프구감소증|IgG및IgM의감소|CMV감염|흉선음영의감소/모체에범혈구감소증|중증의면역결핍/기형아출생보고.,False,-
D000017,Buprenorpine,부프레노르핀,1,False,-,-,True,2등급,(주사)동물실험에서난산|서투른보육행동|출생자의생존률저하및체중증가억제보고.(패취)임부에대한안전성미확립.고용량의임상시험에서설하투여시신생아의금단증후군|자궁내성장저해및소두증보고.,False,-
D000494,CalciumGluconate,글루콘산칼슘,1,False,-,-,False,-,-,False,-
D001819,Calciumchloride,염화칼슘,1,False,-,-,False,-,-,False,-
D000768,Capecitabine,카페시타빈,1,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서태자치사및최기형성보고.,False,-
D000138,Celecoxib,세레콕시브,1,False,-,-,True,2등급,임부에대한안전성미확립.동물실험에서생식독성(기형발생포함)보고.임신말기에투여시자궁무력증|태아동맥관조기폐쇄가능성.,True,-
D000770,Chloramphenicol,클로람페니콜,1,False,-,-,True,2등급 / 1등급,-,False,-
D000276,Chlorprothixene,클로르프로틱센,1,True,6세미만,-안전성및유효성미확립-페노치아진계약물을소아에투여한경우추체외로증상특히운동장애가나타나기쉬움,True,2등급,임부에대한안전성미확립.동물실험에서태자독성(태자사망등)보고.임신말기나분만중향정신병약투여시신생아에서기면|진전|과흥분성보고.,True,노인에서의정형항정신병약물사용은추체외로증상|항콜린성부작용등이나타나기쉬우므로신중투여
